date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:44:59	67442/67442	---M--	200	added ('OK')	image/png	etag:%2263b669c5-10772%22	https://ubg365.github.io/fireboy-and-watergirl-elements/icon-256x256.png	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/fireboy-and-watergirl-elements/icon-256x256.png	(from https://ubg365.github.io/fireboy-and-watergirl-elements/)
20:44:59	148570/148570	---M--	200	added ('OK')	image/png	etag:%2263b669c5-2445a%22	https://ubg365.github.io/fireboy-and-watergirl-elements/icon-512x512.png	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/fireboy-and-watergirl-elements/icon-512x512.png	(from https://ubg365.github.io/fireboy-and-watergirl-elements/)
20:44:59	86262/86262	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b669c5-150f6%22	https://ubg365.github.io/fireboy-and-watergirl-elements/bower_components/requirejs/require.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/fireboy-and-watergirl-elements/bower_components/requirejs/require.js	(from https://ubg365.github.io/fireboy-and-watergirl-elements/)
20:45:00	93/93	---M--	200	added ('OK')	application/javascript	etag:%2263b669c5-5d%22	https://ubg365.github.io/fireboy-and-watergirl-elements/version.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/fireboy-and-watergirl-elements/version.js	(from https://ubg365.github.io/fireboy-and-watergirl-elements/)
20:45:00	3038908/3038908	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263b669c5-2e5ebc%22	https://ubg365.github.io/fireboy-and-watergirl-elements/fireboy-and-watergirl-elements.min.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/fireboy-and-watergirl-elements/fireboy-and-watergirl-elements.min.js	(from https://ubg365.github.io/fireboy-and-watergirl-elements/)
20:45:00	7744/7744	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263ef482d-1e40%22	https://ubg365.github.io/themes/plugins/raty/jquery.raty.min.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/themes/plugins/raty/jquery.raty.min.js	(from https://ubg365.github.io/about-us.html)
20:45:01	168771/168771	URF---	200	added ('OK%20(cached)')	text/plain		https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-5671039626108784	C:/Users/viral/Desktop/test/https___ubg365.github.io_/pagead2.googlesyndication.com/pagead/js/f5334.txt	(from https://ubg365.github.io/)
20:46:23	3012/3012	URF---	200	added ('OK%20(cached)')	image/png		https://ubg365.github.io/images/ubg365-games-logo.png	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/images/ubg365-games-logo.png	(from https://ubg365.github.io/)
20:46:29	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263ef482d-52f1%22	https://ubg365.github.io/themes/js/popper.min.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/themes/js/popper.min.js	(from https://ubg365.github.io/)
20:46:29	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263ef482d-15850%22	https://ubg365.github.io/themes/js/jquery-3.4.1.min.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/themes/js/jquery-3.4.1.min.js	(from https://ubg365.github.io/)
20:46:30	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263ef482d-233%22	https://ubg365.github.io/themes/js/menu/menu_4.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/themes/js/menu/menu_4.js	(from https://ubg365.github.io/)
20:47:50	253/253	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://ubg365.github.io/themes/js/back_to_top.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/themes/js/back_to_top.js	(from https://ubg365.github.io/)
20:47:58	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263ef482d-6ba%22	https://ubg365.github.io/themes/js/games.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/themes/js/games.js	(from https://ubg365.github.io/)
20:47:58	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263ef482d-415%22	https://ubg365.github.io/js/all.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/js/all.js	(from https://ubg365.github.io/)
20:48:00	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263ef482d-3bd%22	https://ubg365.github.io/js/search.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/js/search.js	(from https://ubg365.github.io/)
20:49:19	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%22640ac080-422%22	https://ubg365.github.io/new-games/new-games-home.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/new-games/new-games-home.js	(from https://ubg365.github.io/)
20:49:25	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%2263ef482d-405%22	https://ubg365.github.io/category/shooting/shooting.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/category/shooting/shooting.js	(from https://ubg365.github.io/category/shooting/)
20:49:27	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%22640ac082-41e%22	https://ubg365.github.io/hot-games/hot-games-home.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/hot-games/hot-games-home.js	(from https://ubg365.github.io/)
20:49:27	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%22640ac082-405%22	https://ubg365.github.io/hot-games/hot-games.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/hot-games/hot-games.js	(from https://ubg365.github.io/hot-games/)
20:50:48	0/0	UR-M-Z	416	error ('Range%20Not%20Satisfiable')	application/javascript	etag:W/%22640ac080-405%22	https://ubg365.github.io/new-games/new-games.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/new-games/new-games.js	(from https://ubg365.github.io/new-games/)
